name,categories,city,state,address,postalCode,latitude,longitude
Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,Food and Beverage,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs",Cullman,AL,1641 Main Ave SW,35055,34.15977,-86.84812
Subway,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Cullman,AL,1705 Cherokee Ave SW,35055,34.15758,-86.83748
Panda Express,"Asian Restaurants,Carry-out food,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants",Cullman,AL,5505 Al Highway 157,35058,34.20643,-86.86648
Subway,"Carry-out food,Delicatessens,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Cullman,AL,1912 Al Highway 157,35058,34.19863,-86.80401
Rally's,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Cullman,AL,724 2nd Ave NW,35055,34.18417,-86.84848
Sonic Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Restaurant,Burger Joint,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs",Cullman,AL,1713 2nd Ave SW,35055,34.15759,-86.83473
Captain D's Seafood Kitchen,"Fast Food Restaurants,American Restaurants,Family Style Restaurants,Restaurants,Seafood Restaurants",Birmingham,AL,9973 Parkway E,35215,33.610855,-86.687775
McDonald's,"Carry Out Food,Restaurant,American Restaurants,Pinson Restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Pinson,AL,6639 State Highway 151,35126,33.69535,-86.68257
Auntie Anne's Soft Pretzels,"Pretzels,Fast Food Restaurants",Leeds,AL,6200 Grand River Blvd E Ste 366,35094,33.54722,-86.59819
Sonic Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,Fast Food Restaurant and American Restaurant Roebuck,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,American Restaurants,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast food restaurants,Hamburgers and Hot Dogs",Birmingham,AL,9829 Parkway E,35215,33.60603,-86.68913
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops",Birmingham,AL,4500 Montevallo Rd Ste A107,35210,33.5328,-86.6857
Rally's,"American Restaurants,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Birmingham,AL,7736 1st Ave N,35206,33.56268,-86.72863
Moe's Southwest Grill,"Carry-out food,Caterers,Mexican,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Family style restaurants,Catering,Mexican Restaurant, Burrito Place, and Taco Place,Gas and electric grills",Birmingham,AL,1801 4th Ave S,35233,33.50771,-86.80475
Moe's Southwest Grill,"Restaurant,American Restaurants,Mexican Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Restaurants",Birmingham,AL,2737 Highway 280 S,35223,33.48011,-86.77455
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Birmingham,AL,1031 Montgomery Hwy Ste 111,35216,33.439,-86.78873
Full Moon Bar-B-Que,"American Restaurants,Caterers,Soul Food Restaurants,Take Out Restaurants,Fast Food Restaurants,Barbecue Restaurants,Barbecue,Restaurants",Fultondale,AL,1428 Old Walker Chapel Road,35068,33.60767,-86.80459
Church's Chicken,"Carry Out Food,Carry-out food,Karaoke,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Birmingham,AL,3052 Jefferson Ave SW,35211,33.47015,-86.88269
Church's Chicken,"Carry Out Food,Carry-out food,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Barbecued poultry,Barbecue,Spare rib restaurants,Chicken restaurants,Catering",Birmingham,AL,2501 Avenue E,35218,33.505974,-86.89299
Milo's Hamburgers,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Birmingham,AL,401 19th Street Ensley,35233,33.51331,-86.89783
McDonald's,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Employment opportunities,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Birmingham,AL,3520 Avenue E,35218,33.505974,-86.89299
Subway,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Mc Calla,AL,4760 Eastern Valley Rd,35111,33.32988,-87.00037
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Birmingham,AL,611 Bessemer Super HWay,35228,33.45292,-86.92278
Pizza Hut,"Pizza,Carry-out food,Restaurant delivery service,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",Birmingham,AL,437 Green Springs Hwy Ste 121,35209,33.4648,-86.81963
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,Food and Beverage,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Pizza Place,Restaurants",Bessemer,AL,829 8th St N,35020,33.39403,-86.97014
Guthrie's,"Caterers,Fried Chicken Joint,Soul Food Restaurants,Fast Food Restaurant,Southern / Soul Food Restaurant,Chicken Restaurants,Southern Soul Food Restaurant,Restaurants",Birmingham,AL,1801 4th Ave S,35210,33.53439,-86.70704
Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Restaurant Delivery Service,American restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants,Restaurant,Sandwiches,Catering,Sandwich Shops",Birmingham,AL,323 20th St N,35203,33.51717,-86.80715
Moe's Southwest Grill,"Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Cafes,Restaurants,Family style restaurants,Catering",Daphne,AL,1539 Us Highway 98,36526,30.59977,-87.89833
Firehouse Subs,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Uncategorized,Restaurants,Sandwich Shops",Daphne,AL,6890 Us Highway 90,36526,30.65503,-87.90273
Subway,"Delis And Delicatessens,Carry-out food,Restaurant,American Restaurants,Sandwich shops,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops",Attalla,AL,975 Gilbert Ferry Rd SE,35954,33.99707,-86.09424
Jack's Family Restaurants,"Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Gadsden,AL,2000 Us Highway 278 E,35903,33.99989,-85.94225
Jack's,"American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Family Friendly Restaurants,Hamburgers and Hot Dogs,Restaurants",Gadsden,AL,1414 Rainbow Drive,35901,33.98514,-86.00436
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Gadsden,AL,2508 W Meighan Boulevard,35904,34.02239,-86.04354
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Gadsden Restaurants,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Gadsden,AL,2477 Highway 77,35907,33.91784,-86.02192
Jack's,"American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Family Friendly Restaurants,Hamburgers and Hot Dogs,Restaurants",Gadsden,AL,102 George Wallace Drive,35903,34.00841,-85.99391
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place,Catering",Jacksonville,AL,816 Pelham Rd S,36265,33.80691,-85.76127
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Auburn,AL,326 W Magnolia Avenue,36832,32.60692,-85.48642
Cook-Out,"Carry-out food,American Restaurants,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants",Huntsville,AL,2220 Sparkman Dr NW,35810,34.76369,-86.59461
Jack's,"Burger Joint,Carry-out food,Hot dog restaurants,American restaurants,Family style restaurants,Hamburger restaurants,Karaoke,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Huntsville,AL,1006 Jordan Ln NW,35816,34.73679,-86.62714
Terrys Pizza,"Pizza,Fast Food Restaurants,Restaurants",Huntsville,AL,7900 Bailey Cove Rd SE,35802,34.66134,-86.54042
Rolands Cajun Catering,"Caterers,Restaurant delivery service,Seafood restaurants,African restaurants,Steak and chop restaurants,Soul food restaurants,Creole and Cajun Restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Cajun-creole restaurants,Restaurants,Meal Assembly Kitchens,Grocery Stores,Southern style restaurants,Barbecued poultry,Creole Cajun Restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Huntsville,AL,1217 Grace St NW,35801,34.74754,-86.59498
McAlister's Deli,"Delicatessens,Caterers,Fast Food Restaurants,Restaurants,Sandwich Shops",Huntsville,AL,4800 Whitesburg Dr SW Ste 32,35802,34.69281,-86.5696
Jason's Deli,"Delis And Delicatessens,American Restaurants,Restaurant,Delicatessens,Salon / Barbershop,wich Place,Fast Food Restaurants,Deli / Bodega,Sandwich Place,Restaurants,Sandwich Shops,Deli / Bodega, Sandwich Place, and Salon / Barbershop",Huntsville,AL,1395 Enterprise Way NW,35806,34.743492,-86.67781
Jimmy John's,"Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Restaurant Delivery Service,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Huntsville,AL,2785 Carl T Jones Dr SE,35802,34.67589,-86.5415
McAlister's Deli,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Deli / Bodega,Restaurants,Delis And Delicatessens,Restaurant,Family style restaurants,Sandwiches,Catering,Sandwich Shops",Huntsville,AL,1480 Perimeter Pkwy NW,35806,34.74458,-86.67318
Quiznos,"Restaurant,American Restaurants,Caterers,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Deli / Bodega,Restaurants,Sandwich Shops",Huntsville,AL,4314 University Dr NW,35816,34.73549,-86.63676
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Huntsville,AL,3314 Wall Triana Hwy SW,35824,34.66429,-86.75312
Dairy Queen,"Ice Cream Parlors,Restaurant,Carry-out food,Ice Cream and Frozen Desserts,American restaurants,Ice cream parlors,Fast Food Restaurants,Dessert Restaurants,Traditional American Restaurants,Hamburgers and Hot Dogs,Restaurants",Huntsville,AL,3109 Drake Ave SW,35805,34.69772,-86.60791
Hardee's,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Huntsville,AL,300 Andrew Jackson Way NE,35801,34.73907,-86.57662
Checkers,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Burger Joint Downtown Huntsville,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Huntsville,AL,700 Governors Dr SW,35801,34.72041,-86.59055
Sonic Drive-In,"Carry Out Food,Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,Restaurant,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs",Huntsville,AL,3222 Bob Wallace Ave SW,35805,34.71197,-86.61021
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Dayton,OH,3019 Woodman Dr,45420,39.7019,-84.1234
Pizza Hut,"Pizza,Restaurant,Chicken Wings,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Pizza Place Far Eastside,Pizza Place,Family Style Restaurants,Restaurants",Indianapolis,IN,8932 E 38th St,46226,39.8265,-86.0105
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Montgomery,AL,935 W South Boulevard,36105,32.32548,-86.32813
Panera Bread,"Catering Companies,American,Food Delivery,Fast Food Restaurants,Ovo,Non-veg,Coffee Shops,Traditional American,Coffeehouses,Traditional American Restaurants,Breakfast,Bagels,Bakery,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Take-out,Lacto,Bakeries,Catering,Sandwich Shops",Montgomery,AL,7224 Eastchase Parkway,36117,32.36049,-86.1653
Mellow Mushroom,"Pizza,Beer/Wine,Italian,Take-out,American,Lacto,Fast food,Take Out Restaurants,Vegan-friendly,Non-veg,Restaurants",Mobile,AL,5660 Old Shell Road,36608,30.68957,-88.17268
Moe's Southwest Grill,"Carry-out food,Mexican Restaurants,Caterers,Coffee Shop,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Bars Clubs,Restaurant,American Restaurants,Bar and grill restaurants,Family style restaurants,Burrito Place, Mexican Restaurant, and Taco Place,Catering,Burrito Place",Mobile,AL,390 Schillinger Rd S,36695,30.68177,-88.22597
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Mobile,AL,5019 Cottage Hill Road,36609,30.6487,-88.15908
Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Mobile,AL,3944 Government Boulevard,36693,30.63964,-88.13914
Burger King,"Carry Out Food,Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Mobile,AL,5380 Highway 90 W,36619,30.59223,-88.17015
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food,Soda Fountain Shops,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants",Mobile,AL,951 Montlimar Drive,36609,30.67092,-88.13297
Fat Wong Chinese Food To Go,"Asian Restaurants,Caterers,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Modesto,CA,3121 Yosemite Blvd,95354,37.6386,-120.9367
Arby's,"Carry-out food,Restaurant,American restaurants,Fast Food Restaurants,Coffee and tea-retail,Restaurants,Sandwich Shops,Coffee house and espresso bar restaurants",Birmingham,AL,4615 Highway 280,35242,33.42977,-86.70878
Chick-fil-A,"Carry Out Food,Carry-out food,Caterers,American restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops",Birmingham,AL,4620 Highway 280,35242,33.42794,-86.70769
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Bar and grill restaurants,Burrito Place",Birmingham,AL,4719 Highway 280,35242,33.42237,-86.69893
Sol's Sandwich Shop and Deli,"Carry-out food,Caterers,Delicatessens,Hot dog restaurants,Bagels,African restaurants,Soul food restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Take out restaurants,Restaurants,Sandwiches,Mediterranean restaurants,Sandwich Shops",Birmingham,AL,2 20th St N Ste 120,35203,33.51327,-86.80574
Mellow Mushroom,"Carry-out food,Caterers,Italian,American,American Restaurant,American restaurants,Karaoke,Take Out Restaurants,Vegan-friendly,Non-veg,Restaurants,Pizza,Beer/Wine,Restaurant,Take-out,Lacto,Bar and grill restaurants,Fast food,Pizza Place,Sandwiches",Birmingham,AL,1200 20th St S Ste 100,35205,33.49907,-86.79597
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",North Little Rock,AR,600 E Broadway,72114,34.7556,-92.2614
Chipotle Mexican Grill,"Mexican Restaurant,Restaurant,Carry-out food,Mexican,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food,Karaoke,Restaurants",Surprise,AZ,13869 W Bell Rd Ste 107,85374,33.6383,-112.3591
Fisherman's Cove,"American Restaurants,Seafood Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Nashville,AR,1433 Mine Street,71852,33.97157,-93.82483
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",Crown Point,IN,10880 Randolph St,46307,41.4205,-87.2392
Burger King,"Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Karaoke,Fast food restaurants,Restaurants",Chicago,IL,2701 N Western Ave,60647,41.9307,-87.6876
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Winfield,AL,2581 Us Highway 43,35594,33.93823,-87.84115
Burger King,"Fast Food Restaurant,Fast Food",Gainesville,FL,3905 Sw 40th Boulevard,32608,29.6179,-82.3836
Domino's Pizza,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Warrior,AL,110 5th Saint E,35180,33.81765,-86.80712
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Sheridan,AR,1404 S Rock Street,72150,34.28972,-92.39836
